Best_epoch,Linf_norm_verification,Linf_max_location,L2_norm_verification,Last_epoch,Last_linf,Last_linf_location,Last_L2
399213,0.051810264587402344,[0.4897959232330322, 0.0],0.0036689157132059336,399488,0.05224132537841797,[0.4897959232330322, 0.0],0.0036674183793365955
centers_list
