x,y_target,interpolation
0.001001001001001,1.0010015021697125,1.0010377168655396
0.003003003003003,1.003007516533439,1.002996802330017
0.005005005005005,1.005017550964686,1.0050671100616455
0.007007007007007,1.007031613519699,1.0069916248321533
0.009009009009009,1.009049712270868,1.008937120437622
0.011011011011011,1.011071855306759,1.0110372304916382
0.013013013013013,1.013098050732149,1.0130858421325684
0.015015015015015,1.0151283066680556,1.0151790380477905
0.017017017017017,1.0171626312517723,1.0171043872833252
0.019019019019019,1.0192010326368988,1.019287109375
0.021021021021021,1.0212435189933753,1.0212944746017456
0.023023023023023,1.0232900985075144,1.0231176614761353
0.025025025025025,1.025340779382034,1.0254158973693848
0.027027027027027,1.0273955698360904,1.027349829673767
0.029029029029029,1.0294544781053112,1.0294806957244873
0.031031031031031,1.0315175124418283,1.0314502716064453
0.033033033033033,1.0335846811143112,1.03363037109375
0.035035035035035,1.035655992407999,1.0356563329696655
0.037037037037037,1.0377314546247354,1.0377399921417236
0.039039039039039,1.0398110760830004,1.039846420288086
0.041041041041041,1.0418948651179447,1.0419363975524902
0.043043043043043,1.0439828300814225,1.0439071655273438
0.045045045045045,1.0460749793420254,1.0461095571517944
0.047047047047047,1.0481713212851156,1.0481594800949097
0.049049049049049,1.0502718643128597,1.050309658050537
0.051051051051051,1.0523766168442616,1.0523825883865356
0.053053053053053,1.054485587315198,1.0545942783355713
0.055055055055055,1.056598784178451,1.0566074848175049
0.057057057057057,1.0587162159037415,1.0587232112884521
0.059059059059059,1.060837890977764,1.0608417987823486
0.061061061061061,1.062963817904221,1.0629216432571411
0.063063063063063,1.0650940052038556,1.0651922225952148
0.065065065065065,1.067228461414487,1.067330002784729
0.067067067067067,1.0693671950910442,1.0694057941436768
0.069069069069069,1.0715102148056004,1.0714248418807983
0.071071071071071,1.0736575291474073,1.0737254619598389
0.073073073073073,1.0758091467229296,1.0758490562438965
0.075075075075075,1.0779650761558788,1.078066110610962
0.077077077077077,1.0801253260872492,1.0801852941513062
0.079079079079079,1.0822899051753514,1.08231782913208
