x,y_target,interpolation
0.001001001001001,1.0010015021697125,0.9995626858356275
0.003003003003003,1.003007516533439,1.0011326656708288
0.005005005005005,1.005017550964686,1.0032035685345262
0.007007007007007,1.007031613519699,1.0053681509728891
0.009009009009009,1.009049712270868,1.0075652642882793
0.011011011011011,1.011071855306759,1.0097773541322517
0.013013013013013,1.013098050732149,1.0119975260371268
0.015015015015015,1.0151283066680556,1.0142225065371386
0.017017017017017,1.0171626312517723,1.0164505013272649
0.019019019019019,1.0192010326368988,1.0186803448898423
0.021021021021021,1.0212435189933753,1.0209109342733007
0.023023023023023,1.0232900985075144,1.0231396736920155
0.025025025025025,1.025340779382034,1.0253420254652688
0.027027027027027,1.0273955698360904,1.027444634329758
0.029029029029029,1.0294544781053112,1.0295221852513232
0.031031031031031,1.0315175124418283,1.0315972947250724
0.033033033033033,1.0335846811143112,1.0336719767846256
0.035035035035035,1.035655992407999,1.035746641322476
0.037037037037037,1.0377314546247354,1.037821406940031
0.039039039039039,1.0398110760830004,1.0398963148991376
0.041041041041041,1.0418948651179447,1.0419713872346281
0.043043043043043,1.0439828300814225,1.0440466555631858
0.045045045045045,1.0460749793420254,1.0461222055142843
0.047047047047047,1.0481713212851156,1.0481983590745352
0.049049049049049,1.0502718643128597,1.0502773665362763
0.051051051051051,1.0523766168442616,1.0523815145704032
0.053053053053053,1.054485587315198,1.0545091695418334
0.055055055055055,1.056598784178451,1.05663936732636
0.057057057057057,1.0587162159037415,1.0587701042199957
0.059059059059059,1.060837890977764,1.0609010700749346
0.061061061061061,1.062963817904221,1.0630321751006786
0.063063063063063,1.0650940052038556,1.065163386744564
0.065065065065065,1.067228461414487,1.067294696824796
0.067067067067067,1.0693671950910442,1.069426117335892
0.069069069069069,1.0715102148056004,1.071557696062626
0.071071071071071,1.0736575291474073,1.0736895915268465
0.073073073073073,1.0758091467229296,1.0758225567182316
0.075075075075075,1.0779650761558788,1.0779651212394468
0.077077077077077,1.0801253260872492,1.0801407651736108
0.079079079079079,1.0822899051753514,1.0823243603158237
0.081081081081081,1.084458822095847,1.0845088986435223
0.083083083083083,1.0866320855417844,1.0866937221357635
0.085085085085085,1.0888097042236322,1.0888786830547046
0.0870870870870871,1.0909916868693157,1.0910637335226667
0.0890890890890891,1.0931780422242492,1.0932488589492184
0.091091091091091,1.0953687790513755,1.095434064309992
0.0930930930930931,1.0975639061311964,1.0976193796026932
0.0950950950950951,1.0997634322618108,1.0998048963721558
0.0970970970970971,1.1019673662589486,1.1019909536708106
0.0990990990990991,1.1041757169560071,1.1041799410527164
