x,y_target,interpolation
0.0001570953422137,0.0001570953415675,9.367964083462077e-05
0.0004712860266411,0.0004712860091948,0.0002817228872704636
0.0007854767110685,0.0007854766302988,0.00047067800197031495
0.0010996673954959,0.0010996671738638,0.0006605448222729571
0.0014138580799233,0.0014138576088743,0.000851323115903968
0.0017280487643508,0.0017280479043147,0.0010430125810569901
0.0020422394487782,0.0020422380291695,0.0012356128464945382
0.0023564301332056,0.0023564279524232,0.0014291234716825585
0.002670620817633,0.0026706176430603,0.0016235439469431956
0.0029848115020605,0.0029848070700652,0.0018188736936390892
0.0032990021864879,0.0032989962024226,0.0020151120643792098
0.0036131928709153,0.003613185009117,0.002212258343256668
0.0039273835553427,0.0039273734591329,0.0024103117461025114
0.0042415742397701,0.0042415615214551,0.0026092714207728296
0.0045557649241976,0.0045557491650683,0.002809136447456284
0.004869955608625,0.0048699363589571,0.003009905839008953
0.0051841462930524,0.0051841230721062,0.003211578541308935
0.0054983369774798,0.0054983092735007,0.003414153433641154
0.0058125276619073,0.0058124949321251,0.0036176293291014794
0.0061267183463347,0.0061266800169646,0.0038220049750241625
0.0064409090307621,0.0064408644970041,0.004027279053434363
0.0067550997151895,0.0067550483412286,0.00423345018152288
0.0070692903996169,0.0070692315186231,0.004440516912139758
0.0073834810840444,0.0073834139981729,0.004648477734314538
0.0076976717684718,0.0076975957488632,0.004857331073796933
0.0080118624528992,0.0080117767396793,0.00506707529361039
0.0083260531373266,0.0083259569396066,0.005277708694639394
0.0086402438217541,0.0086401363176305,0.005489229516226324
0.0089544345061815,0.0089543148427365,0.005701635936791183
0.0092686251906089,0.0092684924839103,0.005914926074471527
0.0095828158750363,0.0095826692101377,0.006129097987777499
0.0098970065594637,0.0098968449904042,0.006344149676268174
0.0102111972438912,0.010211019793696,0.006560079081243009
0.0105253879283186,0.0105251935889989,0.006776884086449497
0.010839578612746,0.0108393663452991,0.0069945625188105875
0.0111537692971734,0.0111535380315827,0.007213112149162981
0.0114679599816009,0.0114677086168361,0.0074325306930147494
0.0117821506660283,0.0117818780700455,0.007652815811313163
0.0120963413504557,0.0120960463601977,0.00787396511123073
0.0124105320348831,0.0124102134562791,0.008095976146961892
0.0127247227193105,0.0127243793272765,0.008318846420532156
0.013038913403738,0.0130385439421769,0.008542573382621432
0.0133531040881654,0.0133527072699671,0.008767154433396929
0.0136672947725928,0.0136668692796344,0.008992586923357582
0.0139814854570202,0.0139810299401659,0.009218868154189153
0.0142956761414477,0.0142951892205491,0.009445995379627758
0.0146098668258751,0.0146093470897715,0.009673965806334062
0.0149240575103025,0.0149235035168206,0.009902776594775675
0.0152382481947299,0.0152376584706844,0.010132424860115119
0.0155524388791573,0.0155518119203508,0.010362907673107546
0.0158666295635848,0.0158659638348079,0.010594222061006686
0.0161808202480122,0.0161801141830439,0.010826365008469896
0.0164950109324396,0.0164942629340471,0.011059333458476539
0.016809201616867,0.0168084100568063,0.011293124313247915
0.0171233923012945,0.0171225555203101,0.011527734435169634
0.0174375829857219,0.0174366992935474,0.011763160647719983
0.0177517736701493,0.0177508413455072,0.01199939973640296
0.0180659643545767,0.0180649816451787,0.012236448449678416
0.0183801550390041,0.0183791201615514,0.01247430349990064
0.0186943457234316,0.0186932568636148,0.012712961564252279
0.019008536407859,0.0190073917203587,0.012952419285686467
0.0193227270922864,0.019321524700773,0.013192673273859867
0.0196369177767138,0.0196356557738478,0.013433720106074132
0.0199511084611413,0.0199497849085734,0.013675556328213156
0.0202652991455687,0.0202639120739403,0.013918178455677443
0.0205794898299961,0.0205780372389393,0.014161582974319575
0.0208936805144235,0.0208921603725611,0.014405766341377246
0.0212078711988509,0.0212062814437969,0.014650724986401631
0.0215220618832784,0.021520400421638,0.014896455312184864
0.0218362525677058,0.0218345172750759,0.015142953695681527
0.0221504432521332,0.0221486319731022,0.015390216488930353
0.0224646339365606,0.0224627444847089,0.0156382400199655
