loss
0.04945646598935127
0.017067866399884224
0.005161938723176718
0.00605018762871623
0.010576390661299229
0.0124742416664958
0.010430323891341686
0.006428556051105261
0.0030239385087043047
0.0017997025279328227
0.0027924347668886185
0.0047788433730602264
0.006254554260522127
0.006339161191135645
0.00505509739741683
0.003076064633205533
0.0012710358714684844
0.00028613864560611546
0.00029407069087028503
0.0009821084095165133
0.001778255682438612
0.0021889526396989822
0.002042364329099655
0.0015095733106136322
0.0009376092348247766
0.0006238663336262107
0.0006583659560419619
0.0009056273265741765
0.0011194878024980426
0.0011084603611379862
0.0008451396133750677
0.0004619584360625595
0.0001536942581878975
5.625043922918849e-05
0.0001736578851705417
0.00039063559961505234
0.000555195554625243
0.0005730752018280327
0.00045344457612372935
0.000284453242784366
0.00016485930245835334
0.00014099758118391037
0.00018756522331386805
0.0002380230143899098
0.00023753831919748336
0.00017951906193047762
0.00010299884161213413
5.8264991821488366e-05
6.89601874910295e-05
0.00011775358143495396
0.00016287097241729498
0.00017006485722959042
0.00013534320169128478
8.339356281794608e-05
4.616545993485488e-05
3.966315125580877e-05
5.5822532885940745e-05
7.301387086044997e-05
7.456074672518298e-05
6.018629574100487e-05
4.2900577682303265e-05
3.608342740335502e-05
4.23951460106764e-05
5.300952398101799e-05
5.631710882880725e-05
4.779192022397183e-05
3.287545405328274e-05
2.1471341824508272e-05
1.9598861399572343e-05
2.5299326807726175e-05
3.148656105622649e-05
3.238647695980035e-05
2.779145142994821e-05
2.201822462666314e-05
1.9345045075169764e-05
2.0356275854283012e-05
2.2147052732179873e-05
2.1562156689469703e-05
1.814728784665931e-05
1.423212142981356e-05
1.2490393601183314e-05
1.3501247849490028e-05
1.548844920762349e-05
1.6166111890925094e-05
1.475635144743137e-05
1.2376772247080225e-05
1.0707762157835532e-05
1.0423526873637456e-05
1.0820001079991926e-05
1.0763612408482004e-05
9.855579264694825e-06
8.678926860739011e-06
8.059068932197988e-06
8.198911928047892e-06
8.544316187908407e-06
8.408808753301855e-06
7.64029573474545e-06
6.691650469292654e-06
6.108355137257604e-06
6.014366135786986e-06
6.084362667024834e-06
5.942150892224163e-06
5.529364443646045e-06
5.088081252324628e-06
4.850335699302377e-06
4.794374035554938e-06
4.706880645244382e-06
4.436475137481466e-06
4.046598860441009e-06
3.7261686429701513e-06
3.5824939459416782e-06
3.547211917975801e-06
3.471723857728648e-06
3.286470246166573e-06
3.0513929232256487e-06
2.8658571409323486e-06
2.7575324565987103e-06
2.668763954716269e-06
2.536899955885019e-06
2.3663151296204887e-06
2.213545712947962e-06
2.1178657334530726e-06
2.058902282442432e-06
1.9860708562191576e-06
1.8749768742054584e-06
1.7483019973951741e-06
1.6428020899184048e-06
1.5692312445025891e-06
1.5059193856359343e-06
1.4303504940471612e-06
1.3443892612485797e-06
1.2666173461184371e-06
1.2076927760062972e-06
1.1579899137359462e-06
1.101415250559512e-06
1.0343155736336485e-06
9.679041568233515e-07
9.137417578131135e-07
8.710946417522791e-07
8.302774290314119e-07
7.846924745535944e-07
7.374417805294797e-07
6.954392119951081e-07
6.599188964173663e-07
6.262287683966861e-07
5.900985797779867e-07
5.530504836315231e-07
5.198798476158117e-07
4.92149808906106e-07
4.6704394662810955e-07
4.4129660636826884e-07
4.14315792340858e-07
3.88798298445181e-07
3.6627375266107265e-07
3.459166464381269e-07
3.2577955266788194e-07
3.0553820806744625e-07
2.8653633421527047e-07
2.697790364436514e-07
2.5465939756941225e-07
2.3971509222064924e-07
2.2458367254785117e-07
2.1003349104375957e-07
1.9703065845533274e-07
1.853039037769122e-07
1.7407693064797058e-07
1.6298567118155916e-07
1.5252258833697852e-07
1.4295477512860089e-07
1.341828834711123e-07
1.257464106174666e-07
1.1745392924922271e-07
1.0961478125182111e-07
1.0250579407511395e-07
9.601894390698362e-08
